stock
stock;;;;;;;;;;
id;name;description;category;price;in_stock;rating;review_count;sku;manufacturer;country
166;Светильник Econex Board 24 D60 IP65 5000K G2;"Светильник Econex Board 24 D60 IP65 5000K G2
  Световой поток: 2830
  Мощность: 22Вт
  Срок: 21 дней";Серия Board G2;5933;Срок производства не более 10-14 дней;;;4602420;Эконекс;РФ
167;Светильник Econex Board 24 D60 IP65 5000K 12VDC G2;"Светильник Econex Board 24 D60 IP65 5000K 12VDC G2
  Световой поток: 2830
  Мощность: 22Вт
  Срок: 21 дней";Серия Board G2;7039;Срок производства не более 10-14 дней;;;4602421;Эконекс;РФ
168;Светильник Econex Board 24 D60 IP65 5000K 36VAC G2;"Светильник Econex Board 24 D60 IP65 5000K 36VAC G2
  Световой поток: 2830
  Мощность: 22Вт
  Срок: 21 дней";Серия Board G2;6743;Срок производства не более 10-14 дней;;;4602422;Эконекс;РФ
169;Светильник Econex Spark 20 W3 5000K G2;"Светильник Econex Spark 20 W3 5000K G2
  Световой поток: 3100
  Мощность: 18Вт
  Срок: 21 дней";Серия Spark G2;7421;Срок производства не более 10-14 дней;;;3902041;Эконекс;РФ
170;Светильник Econex Spark 30 W3 5000K G2;"Светильник Econex Spark 30 W3 5000K G2
  Световой поток: 5600
  Мощность: 33Вт
  Срок: 21 дней";Серия Spark G2;8067;Срок производства не более 10-14 дней;;;3903041;Эконекс;РФ
171;Светильник Econex Spark 40 W3 5000K G2;"Светильник Econex Spark 40 W3 5000K G2
  Световой поток: 6300
  Мощность: 37Вт
  Срок: 21 дней";Серия Spark G2;9421;Срок производства не более 10-14 дней;;;3904041;Эконекс;РФ
172;Светильник Econex Spark 50 W3 5000K G2;"Светильник Econex Spark 50 W3 5000K G2
  Световой поток: 7300
  Мощность: 43Вт
  Срок: 21 дней";Серия Spark G2;11543;Срок производства не более 10-14 дней;;;3905041;Эконекс;РФ
173;Светильник Econex Spark 70 W3 5000K G2;"Светильник Econex Spark 70 W3 5000K G2
  Световой поток: 11400
  Мощность: 67Вт
  Срок: 21 дней";Серия Spark G2;17304;Срок производства не более 10-14 дней;;;3907041;Эконекс;РФ
174;Светильник Econex Spark 100 W3 5000K G2;"Светильник Econex Spark 100 W3 5000K G2
  Световой поток: 15200
  Мощность: 88Вт
  Срок: 21 дней";Серия Spark G2;20645;Срок производства не более 10-14 дней;;;3910041;Эконекс;РФ
175;Cветильник Econex Spark 20 W3 5000K G2 ST;"Cветильник Econex Spark 20 W3 5000K G2 ST
  Световой поток: 2840
  Мощность: 21Вт
  Срок:  дней";Серия Spark ST;14405;Срок производства не более 10-14 дней;;;1012412653;Эконекс;РФ
176;Cветильник Econex Spark 25 W3 5000K G2 ST;"Cветильник Econex Spark 25 W3 5000K G2 ST
  Световой поток: 3480
  Мощность: 26Вт
  Срок:  дней";Серия Spark ST;14673;Срок производства не более 10-14 дней;;;1012412654;Эконекс;РФ
177;Cветильник Econex Spark 30 W3 5000K G2 ST;"Cветильник Econex Spark 30 W3 5000K G2 ST
  Световой поток: 4110
  Мощность: 30Вт
  Срок:  дней";Серия Spark ST;14940;Срок производства не более 10-14 дней;;;1012412655;Эконекс;РФ
178;Cветильник Econex Spark 35 W3 5000K G2 ST;"Cветильник Econex Spark 35 W3 5000K G2 ST
  Световой поток: 4740
  Мощность: 35Вт
  Срок:  дней";Серия Spark ST;16181;Срок производства не более 10-14 дней;;;1012412656;Эконекс;РФ
179;Cветильник Econex Spark 40 W3 5000K G2 ST;"Cветильник Econex Spark 40 W3 5000K G2 ST
  Световой поток: 5370
  Мощность: 40Вт
  Срок:  дней";Серия Spark ST;17156;Срок производства не более 10-14 дней;;;1012412793;Эконекс;РФ
180;Cветильник Econex Spark 45 W3 5000K G2 ST;"Cветильник Econex Spark 45 W3 5000K G2 ST
  Световой поток: 6000
  Мощность: 44Вт
  Срок:  дней";Серия Spark ST;17953;Срок производства не более 10-14 дней;;;1012412657;Эконекс;РФ
181;Cветильник Econex Spark 50 W3 5000K G2 ST;"Cветильник Econex Spark 50 W3 5000K G2 ST
  Световой поток: 6640
  Мощность: 49Вт
  Срок:  дней";Серия Spark ST;18477;Срок производства не более 10-14 дней;;;1012412658;Эконекс;РФ
182;Cветильник Econex Spark 55 W3 5000K G2 ST;"Cветильник Econex Spark 55 W3 5000K G2 ST
  Световой поток: 7580
  Мощность: 56Вт
  Срок:  дней";Серия Spark ST;20506;Срок производства не более 10-14 дней;;;1012412659;Эконекс;РФ
183;Cветильник Econex Spark 65 W3 5000K G2 ST;"Cветильник Econex Spark 65 W3 5000K G2 ST
  Световой поток: 8850
  Мощность: 65Вт
  Срок:  дней";Серия Spark ST;23861;Срок производства не более 10-14 дней;;;1012412660;Эконекс;РФ
184;Cветильник Econex Spark 70 W3 5000K G2 ST;"Cветильник Econex Spark 70 W3 5000K G2 ST
  Световой поток: 9480
  Мощность: 70Вт
  Срок:  дней";Серия Spark ST;24773;Срок производства не более 10-14 дней;;;1012412661;Эконекс;РФ
185;Cветильник Econex Spark 80 W3 5000K G2 ST;"Cветильник Econex Spark 80 W3 5000K G2 ST
  Световой поток: 10750
  Мощность: 79Вт
  Срок:  дней";Серия Spark ST;25756;Срок производства не более 10-14 дней;;;1012412662;Эконекс;РФ
186;Cветильник Econex Spark 100 W3 5000K G2 ST;"Cветильник Econex Spark 100 W3 5000K G2 ST
  Световой поток: 13280
  Мощность: 98Вт
  Срок:  дней";Серия Spark ST;29222;Срок производства не более 10-14 дней;;;1012412663;Эконекс;РФ
187;Светильник Econex Basic Foton 30 W3 4000K;"Светильник Econex Basic Foton 30 W3 4000K
  Световой поток: 3700
  Мощность: 34Вт
  Срок: 21 дней";Серия Basic Foton;4943;Срок производства не более 10-14 дней;;;4203001;Эконекс;РФ
188;Светильник Econex Basic Foton 50 W3 4000K;"Светильник Econex Basic Foton 50 W3 4000K
  Световой поток: 5800
  Мощность: 53Вт
  Срок: 21 дней";Серия Basic Foton;7520;Срок производства не более 10-14 дней;;;4205001;Эконекс;РФ
189;Светильник Econex Basic Foton 100 W3 4000K;"Светильник Econex Basic Foton 100 W3 4000K
  Световой поток: 11300
  Мощность: 103Вт
  Срок: 21 дней";Серия Basic Foton;9398;Срок производства не более 10-14 дней;;;4210001;Эконекс;РФ
190;Светильник Econex PowerX 80 D60 5000K G2;"Светильник Econex PowerX 80 D60 5000K G2
  Световой поток: 12500
  Мощность: 78Вт
  Срок: 21 дней";Серия PowerX G2;21270;Срок производства не более 10-14 дней;;;1908053;Эконекс;РФ
191;Светильник Econex PowerX 80 D60 5000K G2 AN;"Светильник Econex PowerX 80 D60 5000K G2 AN
  Световой поток: 12500
  Мощность: 78Вт
  Срок: 21 дней";Серия PowerX G2;21987;Срок производства не более 10-14 дней;;;1908063;Эконекс;РФ
192;Светильник Econex PowerX 80 D90 5000K G2;"Светильник Econex PowerX 80 D90 5000K G2
  Световой поток: 12500
  Мощность: 78Вт
  Срок: 21 дней";Серия PowerX G2;21270;Срок производства не более 10-14 дней;;;1908051;Эконекс;РФ
193;Светильник Econex PowerX 80 D90 5000K G2 AN;"Светильник Econex PowerX 80 D90 5000K G2 AN
  Световой поток: 12500
  Мощность: 78Вт
  Срок: 21 дней";Серия PowerX G2;21984;Срок производства не более 10-14 дней;;;1908061;Эконекс;РФ
194;Светильник Econex PowerX 120 D60 5000K G2;"Светильник Econex PowerX 120 D60 5000K G2
  Световой поток: 18200
  Мощность: 114Вт
  Срок: 21 дней";Серия PowerX G2;22905;Срок производства не более 10-14 дней;;;1912053;Эконекс;РФ
195;Светильник Econex PowerX 120 D60 5000K G2 AN;"Светильник Econex PowerX 120 D60 5000K G2 AN
  Световой поток: 18200
  Мощность: 114Вт
  Срок: 21 дней";Серия PowerX G2;23389;Срок производства не более 10-14 дней;;;1912063;Эконекс;РФ
196;Светильник Econex PowerX 120 D90 5000K G2;"Светильник Econex PowerX 120 D90 5000K G2
  Световой поток: 18200
  Мощность: 114Вт
  Срок: 21 дней";Серия PowerX G2;22905;Срок производства не более 10-14 дней;;;1912051;Эконекс;РФ
197;Светильник Econex PowerX 120 D90 5000K G2 AN;"Светильник Econex PowerX 120 D90 5000K G2 AN
  Световой поток: 18200
  Мощность: 114Вт
  Срок: 21 дней";Серия PowerX G2;23389;Срок производства не более 10-14 дней;;;1912061;Эконекс;РФ
198;Светильник Econex PowerX 240 D60 5000K G2;"Светильник Econex PowerX 240 D60 5000K G2
  Световой поток: 36400
  Мощность: 228Вт
  Срок: 21 дней";Серия PowerX G2;39496;Срок производства не более 10-14 дней;;;1924053;Эконекс;РФ
199;Светильник Econex PowerX 240 D60 5000K G2 AN;"Светильник Econex PowerX 240 D60 5000K G2 AN
  Световой поток: 36400
  Мощность: 228Вт
  Срок: 21 дней";Серия PowerX G2;41463;Срок производства не более 10-14 дней;;;1924063;Эконекс;РФ
200;Светильник Econex PowerX 240 D90 5000K G2;"Светильник Econex PowerX 240 D90 5000K G2
  Световой поток: 36400
  Мощность: 228Вт
  Срок: 21 дней";Серия PowerX G2;39496;Срок производства не более 10-14 дней;;;1924051;Эконекс;РФ
201;Светильник Econex PowerX 240 D90 5000K G2 AN;"Светильник Econex PowerX 240 D90 5000K G2 AN
  Световой поток: 36400
  Мощность: 228Вт
  Срок: 21 дней";Серия PowerX G2;41460;Срок производства не более 10-14 дней;;;1924061;Эконекс;РФ
202;Светильник Econex PowerX 360 D60 5000K G2;"Светильник Econex PowerX 360 D60 5000K G2
  Световой поток: 54600
  Мощность: 342Вт
  Срок: 21 дней";Серия PowerX G2;59563;Срок производства не более 10-14 дней;;;1936053;Эконекс;РФ
203;Светильник Econex PowerX 360 D60 5000K G2 AN;"Светильник Econex PowerX 360 D60 5000K G2 AN
  Световой поток: 54600
  Мощность: 342Вт
  Срок: 21 дней";Серия PowerX G2;63855;Срок производства не более 10-14 дней;;;1936063;Эконекс;РФ
204;Светильник Econex PowerX 360 D90 5000K G2;"Светильник Econex PowerX 360 D90 5000K G2
  Световой поток: 54600
  Мощность: 342Вт
  Срок: 21 дней";Серия PowerX G2;58034;Срок производства не более 10-14 дней;;;1936051;Эконекс;РФ
205;Светильник Econex PowerX 360 D90 5000K G2 AN;"Светильник Econex PowerX 360 D90 5000K G2 AN
  Световой поток: 54600
  Мощность: 342Вт
  Срок: 21 дней";Серия PowerX G2;63855;Срок производства не более 10-14 дней;;;1936061;Эконекс;РФ
206;Светильник Econex PowerX 480 D60 5000K G2;"Светильник Econex PowerX 480 D60 5000K G2
  Световой поток: 72800
  Мощность: 456Вт
  Срок: 21 дней";Серия PowerX G2;76978;Срок производства не более 10-14 дней;;;1948053;Эконекс;РФ
207;Светильник Econex PowerX 480 D60 5000K G2 AN;"Светильник Econex PowerX 480 D60 5000K G2 AN
  Световой поток: 72800
  Мощность: 456Вт
  Срок: 21 дней";Серия PowerX G2;80213;Срок производства не более 10-14 дней;;;1948063;Эконекс;РФ
208;Светильник Econex PowerX 480 D90 5000K G2;"Светильник Econex PowerX 480 D90 5000K G2
  Световой поток: 72800
  Мощность: 456Вт
  Срок: 21 дней";Серия PowerX G2;76978;Срок производства не более 10-14 дней;;;1948051;Эконекс;РФ
209;Светильник Econex PowerX 480 D90 5000K G2 AN;"Светильник Econex PowerX 480 D90 5000K G2 AN
  Световой поток: 72800
  Мощность: 456Вт
  Срок: 21 дней";Серия PowerX G2;80213;Срок производства не более 10-14 дней;;;1948061;Эконекс;РФ
210;Комплект крепления 19-01;"Комплект крепления 19-01
  Световой поток: Крепление - лира для светильника Econex PowerX 120, с шагом фиксации 15°
  Мощность: Вт
  Срок: 21 дней";Дополнительные элементы для PowerX G2;1697;Срок производства не более 10-14 дней;;;1900001;Эконекс;РФ
211;Комплект крепления 19-02;"Комплект крепления 19-02
  Световой поток: Крепление - лира для светильника Econex PowerX 240/360, с шагом фиксации 15°
  Мощность: Вт
  Срок: 21 дней";Дополнительные элементы для PowerX G2;2511;Срок производства не более 10-14 дней;;;1900002;Эконекс;РФ
212;Комплект крепления 19-04;"Комплект крепления 19-04
  Световой поток: Крепление - лира для светильника Econex PowerX 480, с шагом фиксации 15°
  Мощность: Вт
  Срок: 21 дней";Дополнительные элементы для PowerX G2;2927;Срок производства не более 10-14 дней;;;1900004;Эконекс;РФ
213;Комплект крепления 19-05;"Комплект крепления 19-05
  Световой поток: Настенно - потолочное крепление для светильника Econex PowerX 120 c регулировкой угла наклона в двух взаимно перпендикулярных плоскостях
  Мощность: Вт
  Срок: 21 дней";Дополнительные элементы для PowerX G2;988;Срок производства не более 10-14 дней;;;1900005;Эконекс;РФ
214;Комплект крепления цепной подвес 2в1;"Комплект крепления цепной подвес 2в1
  Световой поток: Цепной подвес для светильников PoweX 240 с карабином
  Мощность: Вт
  Срок: 21 дней";Дополнительные элементы для PowerX G2;197;Срок производства не более 10-14 дней;;;2000002;Эконекс;РФ
215;Комплект крепления цепной подвес 3в1;"Комплект крепления цепной подвес 3в1
  Световой поток: Цепной подвес для светильников PoweX 360 с карабином
  Мощность: Вт
  Срок: 21 дней";Дополнительные элементы для PowerX G2;295;Срок производства не более 10-14 дней;;;2000003;Эконекс;РФ
216;Комплект крепления цепной подвес 4в1;"Комплект крепления цепной подвес 4в1
  Световой поток: Цепной подвес для светильников PoweX 480 с карабином
  Мощность: Вт
  Срок: 21 дней";Дополнительные элементы для PowerX G2;354;Срок производства не более 10-14 дней;;;2000004;Эконекс;РФ
217;Светильник Econex Basic PowerX 80 D60 5000K G2;"Светильник Econex Basic PowerX 80 D60 5000K G2
  Световой поток: 12500
  Мощность: 78Вт
  Срок: 21 дней";Серия Basic PowerX G2;19061;Срок производства не более 10-14 дней;;;3508053;Эконекс;РФ
218;Светильник Econex Basic PowerX 80 D60 5000K G2 AN;"Светильник Econex Basic PowerX 80 D60 5000K G2 AN
  Световой поток: 12500
  Мощность: 78Вт
  Срок: 21 дней";Серия Basic PowerX G2;21119;Срок производства не более 10-14 дней;;;3508063;Эконекс;РФ
219;Светильник Econex Basic PowerX 80 D90 5000K G2;"Светильник Econex Basic PowerX 80 D90 5000K G2
  Световой поток: 12500
  Мощность: 78Вт
  Срок: 21 дней";Серия Basic PowerX G2;19061;Срок производства не более 10-14 дней;;;3508051;Эконекс;РФ
220;Светильник Econex Basic PowerX 80 D90 5000K G2 AN;"Светильник Econex Basic PowerX 80 D90 5000K G2 AN
  Световой поток: 12500
  Мощность: 78Вт
  Срок: 21 дней";Серия Basic PowerX G2;21119;Срок производства не более 10-14 дней;;;3508061;Эконекс;РФ
221;Светильник Econex Basic PowerX 120 D60 5000K G2;"Светильник Econex Basic PowerX 120 D60 5000K G2
  Световой поток: 18200
  Мощность: 114Вт
  Срок: 21 дней";Серия Basic PowerX G2;20369;Срок производства не более 10-14 дней;;;3512053;Эконекс;РФ
222;Светильник Econex Basic PowerX 120 D60 5000K G2 AN;"Светильник Econex Basic PowerX 120 D60 5000K G2 AN
  Световой поток: 18200
  Мощность: 114Вт
  Срок: 21 дней";Серия Basic PowerX G2;23166;Срок производства не более 10-14 дней;;;3512063;Эконекс;РФ
223;Светильник Econex Basic PowerX 120 D90 5000K G2;"Светильник Econex Basic PowerX 120 D90 5000K G2
  Световой поток: 18200
  Мощность: 114Вт
  Срок: 21 дней";Серия Basic PowerX G2;20369;Срок производства не более 10-14 дней;;;3512051;Эконекс;РФ
224;Светильник Econex Basic PowerX 120 D90 5000K G2 AN;"Светильник Econex Basic PowerX 120 D90 5000K G2 AN
  Световой поток: 18200
  Мощность: 114Вт
  Срок: 21 дней";Серия Basic PowerX G2;23166;Срок производства не более 10-14 дней;;;3512061;Эконекс;РФ
225;Светильник Econex Basic PowerX 240 D60 5000K G2;"Светильник Econex Basic PowerX 240 D60 5000K G2
  Световой поток: 36400
  Мощность: 228Вт
  Срок: 21 дней";Серия Basic PowerX G2;36532;Срок производства не более 10-14 дней;;;3524053;Эконекс;РФ
226;Светильник Econex Basic PowerX 240 D60 5000K G2 AN;"Светильник Econex Basic PowerX 240 D60 5000K G2 AN
  Световой поток: 36400
  Мощность: 228Вт
  Срок: 21 дней";Серия Basic PowerX G2;41215;Срок производства не более 10-14 дней;;;3524063;Эконекс;РФ
227;Светильник Econex Basic PowerX 240 D90 5000K G2;"Светильник Econex Basic PowerX 240 D90 5000K G2
  Световой поток: 36400
  Мощность: 228Вт
  Срок: 21 дней";Серия Basic PowerX G2;36532;Срок производства не более 10-14 дней;;;3524051;Эконекс;РФ
228;Светильник Econex Basic PowerX 240 D90 5000K G2 AN;"Светильник Econex Basic PowerX 240 D90 5000K G2 AN
  Световой поток: 36400
  Мощность: 228Вт
  Срок: 21 дней";Серия Basic PowerX G2;41215;Срок производства не более 10-14 дней;;;3524061;Эконекс;РФ
229;Светильник Econex Basic PowerX 360 D60 5000K G2;"Светильник Econex Basic PowerX 360 D60 5000K G2
  Световой поток: 54600
  Мощность: 342Вт
  Срок: 21 дней";Серия Basic PowerX G2;56217;Срок производства не более 10-14 дней;;;3536053;Эконекс;РФ
230;Светильник Econex Basic PowerX 360 D60 5000K G2 AN;"Светильник Econex Basic PowerX 360 D60 5000K G2 AN
  Световой поток: 54600
  Мощность: 342Вт
  Срок: 21 дней";Серия Basic PowerX G2;63743;Срок производства не более 10-14 дней;;;3536063;Эконекс;РФ
231;Светильник Econex Basic PowerX 360 D90 5000K G2;"Светильник Econex Basic PowerX 360 D90 5000K G2
  Световой поток: 54600
  Мощность: 342Вт
  Срок: 21 дней";Серия Basic PowerX G2;56217;Срок производства не более 10-14 дней;;;3536051;Эконекс;РФ
232;Светильник Econex Basic PowerX 360 D90 5000K G2 AN;"Светильник Econex Basic PowerX 360 D90 5000K G2 AN
  Световой поток: 54600
  Мощность: 342Вт
  Срок: 21 дней";Серия Basic PowerX G2;63743;Срок производства не более 10-14 дней;;;3536061;Эконекс;РФ
233;Светильник Econex Basic PowerX 480 D60 5000K G2;"Светильник Econex Basic PowerX 480 D60 5000K G2
  Световой поток: 72800
  Мощность: 456Вт
  Срок: 21 дней";Серия Basic PowerX G2;73192;Срок производства не более 10-14 дней;;;3548053;Эконекс;РФ
234;Светильник Econex Basic PowerX 480 D60 5000K G2 AN;"Светильник Econex Basic PowerX 480 D60 5000K G2 AN
  Световой поток: 72800
  Мощность: 456Вт
  Срок: 21 дней";Серия Basic PowerX G2;82513;Срок производства не более 10-14 дней;;;3548063;Эконекс;РФ
235;Светильник Econex Basic PowerX 480 D90 5000K G2;"Светильник Econex Basic PowerX 480 D90 5000K G2
  Световой поток: 72800
  Мощность: 456Вт
  Срок: 21 дней";Серия Basic PowerX G2;73192;Срок производства не более 10-14 дней;;;3548051;Эконекс;РФ
236;Светильник Econex Basic PowerX 480 D90 5000K G2 AN;"Светильник Econex Basic PowerX 480 D90 5000K G2 AN
  Световой поток: 72800
  Мощность: 456Вт
  Срок: 21 дней";Серия Basic PowerX G2;82513;Срок производства не более 10-14 дней;;;3548061;Эконекс;РФ
237;Светильник Econex Ray 100 D60 5000K;"Светильник Econex Ray 100 D60 5000K
  Световой поток: 17400
  Мощность: 100Вт
  Срок: 21 дней";Серия Ray;18558;Срок производства не более 10-14 дней;;;7810011;Эконекс;РФ
238;Светильник Econex Ray 100 D60 5000K AN;"Светильник Econex Ray 100 D60 5000K AN
  Световой поток: 17400
  Мощность: 100Вт
  Срок: 21 дней";Серия Ray;19020;Срок производства не более 10-14 дней;;;7810012;Эконекс;РФ
239;Светильник Econex Ray 100 D90 5000K;"Светильник Econex Ray 100 D90 5000K
  Световой поток: 19100
  Мощность: 100Вт
  Срок: 21 дней";Серия Ray;18521;Срок производства не более 10-14 дней;;;7810021;Эконекс;РФ
240;Светильник Econex Ray 100 D90 5000K AN;"Светильник Econex Ray 100 D90 5000K AN
  Световой поток: 19100
  Мощность: 100Вт
  Срок: 21 дней";Серия Ray;18996;Срок производства не более 10-14 дней;;;7810022;Эконекс;РФ
241;Светильник Econex Ray 150 D60 5000K;"Светильник Econex Ray 150 D60 5000K
  Световой поток: 25800
  Мощность: 149Вт
  Срок: 21 дней";Серия Ray;20619;Срок производства не более 10-14 дней;;;7815011;Эконекс;РФ
242;Светильник Econex Ray 150 D60 5000K AN;"Светильник Econex Ray 150 D60 5000K AN
  Световой поток: 25800
  Мощность: 149Вт
  Срок: 21 дней";Серия Ray;21133;Срок производства не более 10-14 дней;;;7815012;Эконекс;РФ
243;Светильник Econex Ray 150 D90 5000K;"Светильник Econex Ray 150 D90 5000K
  Световой поток: 27600
  Мощность: 149Вт
  Срок: 21 дней";Серия Ray;20579;Срок производства не более 10-14 дней;;;7815021;Эконекс;РФ
244;Светильник Econex Ray 150 D90 5000K AN;"Светильник Econex Ray 150 D90 5000K AN
  Световой поток: 27600
  Мощность: 149Вт
  Срок: 21 дней";Серия Ray;21094;Срок производства не более 10-14 дней;;;7815022;Эконекс;РФ
245;Светильник Econex Ray 200 D60 5000K;"Светильник Econex Ray 200 D60 5000K
  Световой поток: 34000
  Мощность: 198Вт
  Срок: 21 дней";Серия Ray;24693;Срок производства не более 10-14 дней;;;7820011;Эконекс;РФ
246;Светильник Econex Ray 200 D60 5000K AN;"Светильник Econex Ray 200 D60 5000K AN
  Световой поток: 34000
  Мощность: 198Вт
  Срок: 21 дней";Серия Ray;25046;Срок производства не более 10-14 дней;;;7820012;Эконекс;РФ
247;Светильник Econex Ray 200 D90 5000K;"Светильник Econex Ray 200 D90 5000K
  Световой поток: 36500
  Мощность: 198Вт
  Срок: 21 дней";Серия Ray;24646;Срок производства не более 10-14 дней;;;7820021;Эконекс;РФ
248;Светильник Econex Ray 200 D90 5000K AN;"Светильник Econex Ray 200 D90 5000K AN
  Световой поток: 36500
  Мощность: 198Вт
  Срок: 21 дней";Серия Ray;24996;Срок производства не более 10-14 дней;;;7820022;Эконекс;РФ
249;Светильник Econex Ray 300 D60 5000K;"Светильник Econex Ray 300 D60 5000K
  Световой поток: 51600
  Мощность: 298Вт
  Срок: 21 дней";Серия Ray;43738;Срок производства не более 10-14 дней;;;7830011;Эконекс;РФ
250;Светильник Econex Ray 300 D60 5000K AN;"Светильник Econex Ray 300 D60 5000K AN
  Световой поток: 51600
  Мощность: 298Вт
  Срок: 21 дней";Серия Ray;45131;Срок производства не более 10-14 дней;;;7830012;Эконекс;РФ
251;Светильник Econex Ray 300 D90 5000K;"Светильник Econex Ray 300 D90 5000K
  Световой поток: 55200
  Мощность: 298Вт
  Срок: 21 дней";Серия Ray;43657;Срок производства не более 10-14 дней;;;7830021;Эконекс;РФ
252;Светильник Econex Ray 300 D90 5000K AN;"Светильник Econex Ray 300 D90 5000K AN
  Световой поток: 55200
  Мощность: 298Вт
  Срок: 21 дней";Серия Ray;45047;Срок производства не более 10-14 дней;;;7830022;Эконекс;РФ
253;Светильник Econex Ray 400 D60 5000K;"Светильник Econex Ray 400 D60 5000K
  Световой поток: 68000
  Мощность: 396Вт
  Срок: 21 дней";Серия Ray;54440;Срок производства не более 10-14 дней;;;7840011;Эконекс;РФ
254;Светильник Econex Ray 400 D60 5000K AN;"Светильник Econex Ray 400 D60 5000K AN
  Световой поток: 68000
  Мощность: 396Вт
  Срок: 21 дней";Серия Ray;56089;Срок производства не более 10-14 дней;;;7840012;Эконекс;РФ
255;Светильник Econex Ray 400 D90 5000K;"Светильник Econex Ray 400 D90 5000K
  Световой поток: 72900
  Мощность: 396Вт
  Срок: 21 дней";Серия Ray;54335;Срок производства не более 10-14 дней;;;7840021;Эконекс;РФ
256;Светильник Econex Ray 400 D90 5000K AN;"Светильник Econex Ray 400 D90 5000K AN
  Световой поток: 72900
  Мощность: 396Вт
  Срок: 21 дней";Серия Ray;55981;Срок производства не более 10-14 дней;;;7840022;Эконекс;РФ
257;Светильник Econex Kvant 50 D120 5000K G3;"Светильник Econex Kvant 50 D120 5000K G3
  Световой поток: 8600
  Мощность: 52Вт
  Срок: 21 дней";Серия Kvant G3;14358;Срок производства не более 10-14 дней;;;3805010;Эконекс;РФ
258;Светильник Econex Kvant 50 D120 5000K G3 AN;"Светильник Econex Kvant 50 D120 5000K G3 AN
  Световой поток: 8600
  Мощность: 52Вт
  Срок: 21 дней";Серия Kvant G3;16176;Срок производства не более 10-14 дней;;;3805011;Эконекс;РФ
259;Светильник Econex Kvant 50 D60 5000K G3;"Светильник Econex Kvant 50 D60 5000K G3
  Световой поток: 8600
  Мощность: 52Вт
  Срок: 21 дней";Серия Kvant G3;14160;Срок производства не более 10-14 дней;;;3805030;Эконекс;РФ
260;Светильник Econex Kvant 50 D60 5000K G3 AN;"Светильник Econex Kvant 50 D60 5000K G3 AN
  Световой поток: 8600
  Мощность: 52Вт
  Срок: 21 дней";Серия Kvant G3;15942;Срок производства не более 10-14 дней;;;3805031;Эконекс;РФ
261;Светильник Econex Kvant 50 D90 5000K G3;"Светильник Econex Kvant 50 D90 5000K G3
  Световой поток: 8600
  Мощность: 52Вт
  Срок: 21 дней";Серия Kvant G3;14160;Срок производства не более 10-14 дней;;;3805020;Эконекс;РФ
262;Светильник Econex Kvant 50 D90 5000K G3 AN;"Светильник Econex Kvant 50 D90 5000K G3 AN
  Световой поток: 8600
  Мощность: 52Вт
  Срок: 21 дней";Серия Kvant G3;15947;Срок производства не более 10-14 дней;;;3805021;Эконекс;РФ
263;Светильник Econex Kvant 100 D120 5000K G3;"Светильник Econex Kvant 100 D120 5000K G3
  Световой поток: 17200
  Мощность: 104Вт
  Срок: 21 дней";Серия Kvant G3;20588;Срок производства не более 10-14 дней;;;3810010;Эконекс;РФ
264;Светильник Econex Kvant 100 D120 5000K G3 AN;"Светильник Econex Kvant 100 D120 5000K G3 AN
  Световой поток: 17200
  Мощность: 104Вт
  Срок: 21 дней";Серия Kvant G3;22897;Срок производства не более 10-14 дней;;;3810011;Эконекс;РФ
265;Светильник Econex Kvant 100 D60 5000K G3;"Светильник Econex Kvant 100 D60 5000K G3
  Световой поток: 17200
  Мощность: 104Вт
  Срок: 21 дней";Серия Kvant G3;20588;Срок производства не более 10-14 дней;;;3810030;Эконекс;РФ
266;Светильник Econex Kvant 100 D60 5000K G3 AN;"Светильник Econex Kvant 100 D60 5000K G3 AN
  Световой поток: 17200
  Мощность: 104Вт
  Срок: 21 дней";Серия Kvant G3;22897;Срок производства не более 10-14 дней;;;3810031;Эконекс;РФ
267;Светильник Econex Kvant 100 D90 5000K G3;"Светильник Econex Kvant 100 D90 5000K G3
  Световой поток: 17200
  Мощность: 104Вт
  Срок: 21 дней";Серия Kvant G3;20588;Срок производства не более 10-14 дней;;;3810020;Эконекс;РФ
268;Светильник Econex Kvant 100 D90 5000K G3 AN;"Светильник Econex Kvant 100 D90 5000K G3 AN
  Световой поток: 17200
  Мощность: 104Вт
  Срок: 21 дней";Серия Kvant G3;22897;Срок производства не более 10-14 дней;;;3810021;Эконекс;РФ
269;Светильник Econex Kvant 150 D120 5000K G3;"Светильник Econex Kvant 150 D120 5000K G3
  Световой поток: 25700
  Мощность: 156Вт
  Срок: 21 дней";Серия Kvant G3;25613;Срок производства не более 10-14 дней;;;3815010;Эконекс;РФ
270;Светильник Econex Kvant 150 D120 5000K G3 AN;"Светильник Econex Kvant 150 D120 5000K G3 AN
  Световой поток: 25700
  Мощность: 156Вт
  Срок: 21 дней";Серия Kvant G3;25309;Срок производства не более 10-14 дней;;;3815011;Эконекс;РФ
271;Светильник Econex Kvant 150 D60 5000K G3;"Светильник Econex Kvant 150 D60 5000K G3
  Световой поток: 25700
  Мощность: 156Вт
  Срок: 21 дней";Серия Kvant G3;25613;Срок производства не более 10-14 дней;;;3815030;Эконекс;РФ
